wals_code,iso_code,glottocode,name,latitude,longitude,genus,family,macroarea,countrycodes,3A  Consonant-Vowel Ratio,13A Tone,26A Prefixing vs. Suffixing in Inflectional Morphology,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,33A Coding of Nominal Plurality,45A Politeness Distinctions in Pronouns,49A Number of Cases,51A Position of Case Affixes,53A Ordinal Numerals,57A Position of Pronominal Possessive Affixes,67A The Future Tense,68A The Perfect,"81A Order of Subject, Object and Verb",92A Position of Polar Question Particles
tgw,txn,west2538,Tarangan (West),-6.5,134.1666667,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
tha,tha,thai1261,Thai,16,101,Kam-Tai,Tai-Kadai,Eurasia,TH,2 Moderately low,3 Complex tone system,1 Little affixation,1 None,1 No gender,,4 Pronouns avoided for politeness,1 No morphological case-marking,9 No case affixes or adpositional clitics,"5 First/one-th, two-th, three-th",4 No possessive affixes,2 No inflectional future,"2 From 'finish', 'already'",2 SVO,2 Final
thd,tcz,thad1238,Thadou,24.41666667,93.91666667,Kuki-Chin,Sino-Tibetan,Eurasia,IN MM,,,,,,,,,,,,,,,
thk,ths,thak1245,Thakali,29,83.75,Bodic,Sino-Tibetan,Eurasia,NP,,,,,,2 Plural suffix,,,,,,,,1 SOV,
thn,thf,than1259,Thangmi,27.75,86,Mahakiranti,Sino-Tibetan,Eurasia,NP,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,
tho,thp,thom1243,Thompson,49.75,-121.75,Interior Salish,Salishan,North America,CA,,,,1 None,1 No gender,,,,,,,,,7 No dominant order,5 In either of two positions
thp,typ,thay1248,Thaypan,-14.83333333,143.1666667,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
ths,tsq,thai1240,Thai Sign Language,15,101,Sign Languages,other,Eurasia,TH,,,,,,,,,,,,,,,
tht,kps,tehi1237,Tehit,-1.5,132,West Bird's Head,West Papuan,Papunesia,ID,,,,,,,,,,,,,,,
thu,tdh,thul1246,Thulung,27.41666667,86.5,Mahakiranti,Sino-Tibetan,Eurasia,NP,,,,,,9 No plural,,,1 Case suffixes,,,,,1 SOV,
thw,ssf,thao1240,Thao,23.88333333,120.9166667,Western Plains Austronesian,Austronesian,Papunesia,TW,,,,,,,,,,,,,,,
thy,thd,thay1249,Kuuk Thaayorre,-14.58333333,141.8333333,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,1 Little affixation,,,9 No plural,,,8 Inpositional clitics,,4 No possessive affixes,,,1 SOV,6 No question particle
tia,tms,tima1241,Tima,11.66666667,29.25,Katla-Tima,Kordofanian,Africa,SD,,,,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,
tib,bod,tibe1272,Tibetan (Standard Spoken),30,91,Bodic,Sino-Tibetan,Eurasia,CN,3 Average,2 Simple tone system,,1 None,1 No gender,,2 Binary politeness distinction,,,,,,,1 SOV,2 Final
tic,tca,ticu1245,Ticuna,-4,-70.5,Ticuna,Ticuna,South America,BR PE,3 Average,3 Complex tone system,4 Equal prefixing and suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,7 No dominant order,
tid,tvo,tido1248,Tidore,0.75,127.5,North Halmaheran,West Papuan,Papunesia,ID,,,6 Strong prefixing,3 Three,2 Sex-based,9 No plural,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,2 SVO,6 No question particle
tif,tif,tifa1245,Tifal,-5,141.3333333,Ok,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,,,,,
tig,tir,tigr1271,Tigrinya,14.5,38.5,Semitic,Afro-Asiatic,Africa,ER ET,,,,,,2 Plural suffix,,,7 Prepositional clitics,,2 Possessive suffixes,1 Inflectional future exists,4 No perfect,1 SOV,
tik,tik,tika1246,Tikar,5.833333333,11.66666667,Bantoid,Niger-Congo,Africa,CM,,,,,,,,,,,,,,7 No dominant order,
til,til,till1254,Tillamook,45.33333333,-123.75,Tillamook,Salishan,North America,US,,,,,,,,,,,,,,,
tim,tih,timu1262,Timugon,5,116,North Borneo,Austronesian,Papunesia,MY,,,1 Little affixation,,,8 Plural clitic,,,9 No case affixes or adpositional clitics,,,,,3 VSO,
tin,cir,tiri1258,Tinrin,-21.66666667,165.75,Oceanic,Austronesian,Papunesia,NC,,,1 Little affixation,,,7 Plural word,,1 No morphological case-marking,9 No case affixes or adpositional clitics,"4 One-th, two-th, three-th",2 Possessive suffixes,,,7 No dominant order,4 Other position
tir,tri,trio1238,Tiriyo,3.25,-55.75,Cariban,Cariban,South America,BR SR,,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,5 OVS,6 No question particle
tis,bod,tibe1272,Tibetan (Shigatse),29,89,Bodic,Sino-Tibetan,Eurasia,CN,,,,,,,,,,,,,,,
tiv,tiv,tivv1240,Tiv,7.5,9,Bantoid,Niger-Congo,Africa,NG,,,,,,,,,,,,,,2 SVO,
tiw,tiw,tiwi1244,Tiwi,-11.5,131,Tiwian,Tiwian,Australia,AU,4 Moderately high,1 No tones,6 Strong prefixing,2 Two,2 Sex-based,2 Plural suffix,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,1 None,4 No possessive affixes,1 Inflectional future exists,4 No perfect,2 SVO,2 Final
tja,dih,kumi1248,Tiipay (Jamul),32.16666667,-116.5,Yuman,Hokan,North America,US MX,,,5 Weakly prefixing,,,3 Plural stem change,,,6 Postpositional clitics,,1 Possessive prefixes,,,1 SOV,2 Final
tke,tkl,toke1240,Tokelauan,-9,-172,Oceanic,Austronesian,Papunesia,TK,,,,,,,,,,,,,,,6 No question particle
tki,bag,tuki1240,Tuki,4.583333333,11.5,Bantoid,Niger-Congo,Africa,CM,,,,,,,,,,,,,,2 SVO,
tkl,tkm,take1257,Takelma,42.5,-123,Takelma,Takelma,North America,US,,,3 Weakly suffixing,,,2 Plural suffix,,,2 Case prefixes,,2 Possessive suffixes,,,1 SOV,3 Second position
tkm,tuk,turk1304,Turkmen,40,58,Turkic,Altaic,Eurasia,TM,,,,,,,,,,"4 One-th, two-th, three-th",,,,1 SOV,
tks,kkw,teke1280,Teke (Southern),-2.333333333,14.5,Bantoid,Niger-Congo,Africa,CG,3 Average,2 Simple tone system,,,,,,,,,,,,,
tla,ksd,kuan1248,Tolai,-4.25,152.0833333,Oceanic,Austronesian,Papunesia,PG,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,1 Initial
tlb,nog,noga1249,Tatar-Noghay (Alabugat),47.41666667,45.66666667,Turkic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
tld,tld,tala1285,Talaud,4.25,126.75,Sangiric,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
tlf,tlf,tele1256,Telefol,-5,141.75,Ok,Trans-New Guinea,Papunesia,PG,,,,,,2 Plural suffix,,,,,,,,1 SOV,
tli,tli,tlin1245,Tlingit,59,-135,Tlingit,Na-Dene,North America,US,5 High,2 Simple tone system,4 Equal prefixing and suffixing,,,2 Plural suffix,1 No politeness distinction,7 8-9 cases,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,
tll,tuh,taul1251,Taulil,-4.416666667,152.0833333,Taulil,Baining-Taulil,Papunesia,PG,,,,,,,,,,,,,,,
tlo,tlb,tobe1252,Tobelo,1.5,128.5,North Halmaheran,West Papuan,Papunesia,ID,,,4 Equal prefixing and suffixing,,,9 No plural,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,
tlp,tcf,acat1239,Tlapanec,17.08333333,-99,Subtiaba-Tlapanec,Oto-Manguean,North America,MX,,3 Complex tone system,4 Equal prefixing and suffixing,,,9 No plural,,,1 Case suffixes,,2 Possessive suffixes,,,3 VSO,1 Initial
tls,tly,taly1247,Talysh (Southern),37,49,Iranian,Indo-European,Eurasia,IR,,,,,,,,,,,,,,,
tma,tma,tama1331,Tama,14.5,22,Taman,Eastern Sudanic,Africa,SD TD,2 Moderately low,3 Complex tone system,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,
tmc,tjm,timu1245,Timucua,30.25,-82.5,Timucua,Timucua,North America,US,,,,,,2 Plural suffix,,,,,2 Possessive suffixes,,,1 SOV,
tmg,tcg,tama1336,Tamagario,-6.416666667,139.25,Kayagar,Kayagar,Papunesia,ID,,,,,,9 No plural,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,1 SOV,
tmi,tat,tata1255,Tatar (Mishar),55.5,49,Turkic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
tmk,tmc,tuma1260,Tumak,9.5,17.33333333,East Chadic,Afro-Asiatic,Africa,TD,,,,,,,,,,,,,,,
tml,tam,tami1289,Tamil,11,78.5,Southern Dravidian,Dravidian,Eurasia,LK IN,,,2 Strongly suffixing,3 Three,2 Sex-based,2 Plural suffix,3 Multiple politeness distinctions,,1 Case suffixes,"6 First, two-th, three-th",,1 Inflectional future exists,3 Other perfect,1 SOV,6 No question particle
tmm,mla,malo1243,Tamabo,-15.66666667,167.1666667,Oceanic,Austronesian,Papunesia,VU,,,,,,,,,,,,,,2 SVO,
tmn,teq,nucl1339,Temein,11.91666667,29.41666667,Temein,Eastern Sudanic,Africa,SD,2 Moderately low,2 Simple tone system,5 Weakly prefixing,,,6 Mixed morphological plural,,,1 Case suffixes,,,,,2 SVO,
tmo,bod,tibe1272,Tibetan (Modern Literary),29.83333333,91.5,Bodic,Sino-Tibetan,Eurasia,CN,,,2 Strongly suffixing,,,7 Plural word,,,6 Postpositional clitics,,,,,1 SOV,6 No question particle
tmp,tpm,tamp1252,Tampulma,10.41666667,-0.5833333333,Gur,Niger-Congo,Africa,GH,2 Moderately low,2 Simple tone system,,,,,,,,,,,,,
tmr,tea,temi1246,Temiar,5,101.5,Aslian,Austro-Asiatic,Eurasia,MY,,,6 Strong prefixing,,,,,,2 Case prefixes,,,,,2 SVO,
tms,,,Tommo So,15,-3,Dogon,Dogon,,ML,,,,,,,,,,"6 First, two-th, three-th",,,,,
tmu,ttt,musl1236,Tat (Muslim),41.25,48.75,Iranian,Indo-European,Eurasia,AZ,,,,,,,,,,,,,,,
tna,tuv,turk1308,Turkana,3,35.5,Nilotic,Eastern Sudanic,Africa,KE UG,,,6 Strong prefixing,,,6 Mixed morphological plural,,6 6-7 cases,5 Mixed morphological case,"6 First, two-th, three-th",,,,3 VSO,2 Final
tnb,tnd,ango1257,Tunebo,6.75,-72.25,Tunebo,Chibchan,South America,CO,,,,,,,,,,,,,,,
tnc,tcb,tana1290,Tanacross,63.5,-143.5,Athapaskan,Na-Dene,North America,US,,,6 Strong prefixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,,
tnd,tin,tind1238,Tindi,42.36666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,,,,,,,
tne,tem,timn1235,Temne,8.666666667,-13.08333333,Mel,Niger-Congo,Africa,SL,2 Moderately low,2 Simple tone system,4 Equal prefixing and suffixing,,,1 Plural prefix,,,,,4 No possessive affixes,1 Inflectional future exists,"2 From 'finish', 'already'",2 SVO,2 Final
tng,ton,tong1325,Tongan,-21.16666667,-175.1666667,Oceanic,Austronesian,Papunesia,TO,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,7 No dominant order,
tni,lbf,tina1246,Tinani,32.33333333,77.16666667,Bodic,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,1 SOV,6 No question particle
tnj,tfn,tana1289,Tanaina,62,-150,Athapaskan,Na-Dene,North America,US,,,,,,,,,,,,,,,
tnk,lcm,tung1290,Tungak,-2.55,150.25,Oceanic,Austronesian,Papunesia,PG,,,,,,7 Plural word,,,,,,,,2 SVO,
tnl,taa,lowe1425,Tanana (Lower),65,-150,Athapaskan,Na-Dene,North America,US,,,,,,,,,,,,,,,
tnn,baz,tune1241,Tunen,4.75,10.66666667,Bantoid,Niger-Congo,Africa,CM,,,3 Weakly suffixing,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,1 SOV,2 Final
tno,tdn,tond1251,Tondano,1.25,125,Minahasan,Austronesian,Papunesia,ID,,,5 Weakly prefixing,,,7 Plural word,,,,,2 Possessive suffixes,,,7 No dominant order,
tns,nwi,sout2869,Tanna (Southwest),-19.56666667,169.3333333,Oceanic,Austronesian,Papunesia,VU,,,,,,,,,,,,,,,
tnt,tnt,tont1239,Tontemboan,1.083333333,124.5,Minahasan,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
tny,kza,west2466,Tenyer,10.66666667,-4.5,Gur,Niger-Congo,Africa,BF,,,2 Strongly suffixing,,,2 Plural suffix,,,,,,2 No inflectional future,"2 From 'finish', 'already'",,2 Final
toa,tqo,toar1246,Toaripi,-8.333333333,146.25,Eleman Proper,Eleman,Papunesia,PG,1 Low,1 No tones,,,,,,,,,,,,,
tob,tob,toba1269,Toba,-26.5,-59,South Guaicuruan,Guaicuruan,South America,AR,,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,7 No dominant order,6 No question particle
tod,sbu,stod1241,Tod,32.41666667,77.25,Bodic,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,1 SOV,
tof,kim,kara1462,Tofa,53.75,98,Turkic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
toj,toj,tojo1241,Tojolabal,16.33333333,-91.5,Mayan,Mayan,North America,MX,,,,,,,,,,"5 First/one-th, two-th, three-th",,2 No inflectional future,3 Other perfect,,
tok,yer,taro1263,Tarok,9,10.08333333,Platoid,Niger-Congo,Africa,NG,3 Average,3 Complex tone system,,,,,,,,,,,,,
tol,jic,toll1241,Tol,14.66666667,-87,Tol,Tol,North America,HN,3 Average,1 No tones,,1 None,1 No gender,,,,,,,,,,
ton,tqw,tonk1249,Tonkawa,30.25,-96.75,Tonkawa,Tonkawa,North America,US,3 Average,1 No tones,3 Weakly suffixing,,,2 Plural suffix,,,6 Postpositional clitics,,1 Possessive prefixes,,,7 No dominant order,6 No question particle
toq,mlu,toab1237,Toqabaqita,-8.416666667,160.5833333,Oceanic,Austronesian,Papunesia,SB,,,,,,,,,,,,,,,
tor,rth,rata1244,Toratán,1.083333333,124.8333333,Sangiric,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
tos,tos,high1243,Totonac (Sierra),19.91666667,-97.41666667,Totonacan,Totonacan,North America,MX,,,,,,,,,,,,,,,
tot,tlc,yecu1235,Totonac (Misantla),19.91666667,-96.91666667,Totonacan,Totonacan,North America,MX,,,4 Equal prefixing and suffixing,1 None,1 No gender,6 Mixed morphological plural,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,,
tou,wib,tusi1238,Toussian,11,-4.666666667,Gur,Niger-Congo,Africa,BF,,,5 Weakly prefixing,,,2 Plural suffix,,,,,,,,,
tow,wib,sout2797,Toussian (Win),10.83333333,-4.666666667,Gur,Niger-Congo,Africa,BF,,,,,,,,,,,,,,,
toy,,,Tasmanian (Oyster Bay to Pitwater),-42.5,147.75,Tasmanian,Tasmanian,,AU,,,,,,,,,,,,,,,
toz,toi,tong1318,Tonga (in Zambia),-17,27,Bantoid,Niger-Congo,Africa,ZM,,,6 Strong prefixing,,,1 Plural prefix,,,2 Case prefixes,,2 Possessive suffixes,,,2 SVO,
tpa,top,papa1238,Totonac (Papantla),20.33333333,-97.33333333,Totonacan,Totonacan,North America,MX,4 Moderately high,1 No tones,,,,,,,,,,,,,
tpc,tep,tepe1278,Tepecano,21.75,-104.75,Tepiman,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
tpi,tpi,tokp1240,Tok Pisin,-9.5,147.1666667,Creoles and Pidgins,other,Papunesia,PG,,,,,,,,,,"4 One-th, two-th, three-th",,2 No inflectional future,4 No perfect,,
tpn,ntp,nort2959,Tepehuan (Northern),26.33333333,-107,Tepiman,Uto-Aztecan,North America,MX,,,4 Equal prefixing and suffixing,,,1 Plural prefix,,,1 Case suffixes,,1 Possessive prefixes,,,3 VSO,3 Second position
tpr,tui,tupu1244,Tupuri,10.16666667,14.75,Adamawa,Niger-Congo,Africa,CM TD,,,,,,,,,,,,,,2 SVO,
tps,stp,sout2976,Tepehuan (Southeastern),23,-104.5,Tepiman,Uto-Aztecan,North America,MX,,,,,,1 Plural prefix,,,,,1 Possessive prefixes,,,,6 No question particle
tpt,tpj,tapi1253,Tapieté,-19.75,-61.66666667,Tupi-Guaraní,Tupian,South America,PY,,,4 Equal prefixing and suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,
trb,tfr,teri1250,Teribe,9.333333333,-82.66666667,Talamanca,Chibchan,North America,PA CR,,,2 Strongly suffixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,1 SOV,2 Final
trc,trs,chic1273,Trique (Chicahuaxtla),17.16666667,-97.83333333,Mixtecan,Oto-Manguean,North America,MX,,,,,,,,,,,,,,,
trd,sda,tora1261,Toraja,-3,119.75,South Sulawesi,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
trg,tew,tewa1260,Tewa (Rio Grande),36.25,-106.1666667,Kiowa-Tanoan,Kiowa-Tanoan,North America,US,,,,,,,,,,,,,,,
tri,trc,copa1237,Trique (Copala),17.16666667,-97.91666667,Mixtecan,Oto-Manguean,North America,MX,,,4 Equal prefixing and suffixing,,,9 No plural,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,3 VSO,2 Final
trm,suq,suri1267,Tirmaga,5.75,35.25,Surmic,Eastern Sudanic,Africa,ET,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,,,2 SVO,
trn,ter,tere1279,Terêna,-20,-56,Bolivia-Parana,Arawakan,South America,BR,,,,,,,,,,,,,,,
trr,tbg,nort2920,Tairora,-6.5,146,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,
trt,tft,tern1247,Ternate,0.8333333333,127.25,North Halmaheran,West Papuan,Papunesia,ID,,,,,,,,,,,,,,,
tru,tpy,trum1247,Trumai,-11.91666667,-53.58333333,Trumai,Trumai,South America,BR,3 Average,1 No tones,2 Strongly suffixing,,,7 Plural word,,5 5 cases,1 Case suffixes,1 None,3 Prefixes and suffixes,,,7 No dominant order,
trw,trw,torw1241,Torwali,34.25,72,Indic,Indo-European,Eurasia,PK,,,,,,2 Plural suffix,,,,,,,,1 SOV,
try,tiy,tiru1241,Tiruray,6.75,124.1666667,Bilic,Austronesian,Papunesia,PH,2 Moderately low,1 No tones,,,,,,,,,,,,,
tsa,tkr,tsak1249,Tsakhur,41.66666667,47.16666667,Lezgic,Nakh-Daghestanian,Eurasia,RU AZ,,,,,,,,,,"4 One-th, two-th, three-th",,,,,
tse,aoz,uabm1237,Timorese,-9.666666667,124.5,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
tsf,cof,colo1256,Tsafiki,-1,-79.33333333,Barbacoan,Barbacoan,South America,EC,,,,,,8 Plural clitic,,,6 Postpositional clitics,,,,,1 SOV,6 No question particle
tsg,tsg,taus1251,Tausug,6,121,Greater Central Philippine,Austronesian,Papunesia,PH MY ID,4 Moderately high,1 No tones,,,,7 Plural word,,,,,,,,,
tsh,par,pana1305,Tümpisa Shoshone,37,-117,Numic,Uto-Aztecan,North America,US,,,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,,,1 Case suffixes,"5 First/one-th, two-th, three-th",4 No possessive affixes,,,1 SOV,3 Second position
tsi,tsi,nucl1649,Tsimshian (Coast),52.5,-129,Tsimshianic,Penutian,North America,US CA,5 High,1 No tones,3 Weakly suffixing,1 None,1 No gender,1 Plural prefix,,1 No morphological case-marking,,,2 Possessive suffixes,,,3 VSO,6 No question particle
tsj,tew,tewa1260,Tewa (San Juan Pueblo),36.08333333,-106.0833333,Kiowa-Tanoan,Kiowa-Tanoan,North America,US,,,,,,,,,,,,,,,
tsk,taq,tama1365,Tamashek,20,-2,Berber,Afro-Asiatic,Africa,ML,,,4 Equal prefixing and suffixing,,,6 Mixed morphological plural,,,2 Case prefixes,,2 Possessive suffixes,,,3 VSO,1 Initial
tsl,tza,tanz1238,Tanzania Sign Language,-6,35,Sign Languages,other,Africa,TZ,,,,,,,,,,,,,,,
tsm,,,Tasmanian,-42.16666667,146.5,Tasmanian,Tasmanian,,AU,,,,,,,,,,,,,,,
tsn,tso,tson1249,Tsonga,-24,32,Bantoid,Niger-Congo,Africa,MZ ZA,,,,,,,,,,,,,,,5 In either of two positions
tso,tsu,tsou1248,Tsou,23.5,120.75,Tsou,Austronesian,Papunesia,TW,3 Average,1 No tones,,,,,,,,,,,,,
tsp,tam,tami1289,Tamil (Spoken),11,78,Southern Dravidian,Dravidian,Eurasia,IN,,,,,,,,,,,,,,,
tsr,trr,taus1253,Taushiro,-3.25,-75.5,Taushiro,Taushiro,South America,PE,,,,,,,,,,,,,,3 VSO,
tst,huq,tsat1238,Tsat,18.25,109.5,Malayo-Sumbawan,Austronesian,Eurasia,CN,,,,,,,,,,,,,,,
tsw,tsn,tswa1253,Tswana,-24,26,Bantoid,Niger-Congo,Africa,BW ZA,,,,,,,,,,,,,,,
tsz,ddo,dido1241,Tsez,42.25,45.75,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,3 Weakly suffixing,4 Four,2 Sex-based,2 Plural suffix,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,6 No question particle
ttb,tat,tata1255,Tatar (Baraba),55.33333333,78.33333333,Turkic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
ttd,tet,tetu1245,Tetun Dili,-8.583333333,125.5833333,Central Malayo-Polynesian,Austronesian,Papunesia,TL,,,,,,7 Plural word,,,,,4 No possessive affixes,,,2 SVO,
tte,tta,tute1247,Tutelo,37.66666667,-78.75,Core Siouan,Siouan,North America,US,,,4 Equal prefixing and suffixing,,,,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,1 SOV,6 No question particle
ttn,tet,tetu1245,Tetun,-9,126,Central Malayo-Polynesian,Austronesian,Papunesia,TL,2 Moderately low,1 No tones,1 Little affixation,,,7 Plural word,2 Binary politeness distinction,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,2 Final
tts,tks,take1255,Tati (Southern),36,49.66666667,Iranian,Indo-European,Eurasia,IR,,,,,,2 Plural suffix,,2 2 cases,,,,,,,
ttu,bbl,bats1242,Tsova-Tush,42.5,45.5,Nakh,Nakh-Daghestanian,Eurasia,GE,5 High,1 No tones,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,3 Second position
tty,tav,tatu1247,Tatuyo,0.4166666667,-70.5,Tucanoan,Tucanoan,South America,CO,,,,,,,,,,,,,,,
tua,pmt,tuam1242,Tuamotuan,-17,-144,Oceanic,Austronesian,Papunesia,PF,,,,,,,,,,,,,,,
tub,tbu,tuba1279,Tubar,27,-108,Tubar,Uto-Aztecan,North America,MX,,,,,,,,,,,,,,,
tuc,tuo,tuca1252,Tucano,0.5,-69.16666667,Tucanoan,Tucanoan,South America,BR CO,,,2 Strongly suffixing,,,2 Plural suffix,,,6 Postpositional clitics,,,1 Inflectional future exists,3 Other perfect,,6 No question particle
tug,thv,taha1241,Tuareg (Ahaggar),23,6,Berber,Afro-Asiatic,Africa,NE LY DZ,3 Average,1 No tones,,,,,,,,,,1 Inflectional future exists,4 No perfect,,
tui,tsm,turk1288,Türk Isaret Dili,39,34,Sign Languages,other,Eurasia,TR,,,,,,,,,,,,,,,
tuk,bhq,tuka1247,Tukang Besi,-5.5,123.5,Celebic,Austronesian,Papunesia,ID,3 Average,1 No tones,5 Weakly prefixing,1 None,1 No gender,9 No plural,3 Multiple politeness distinctions,1 No morphological case-marking,9 No case affixes or adpositional clitics,"3 First, two, three",4 No possessive affixes,1 Inflectional future exists,4 No perfect,4 VOS,2 Final
tul,tcy,tulu1258,Tulu,12.75,75.33333333,Southern Dravidian,Dravidian,Eurasia,IN,3 Average,1 No tones,,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,
tum,tmq,tuml1238,Tumleo,-3.083333333,142.4166667,Oceanic,Austronesian,Papunesia,PG,,,,,,,,,,,2 Possessive suffixes,,,2 SVO,
tun,tun,tuni1252,Tunica,32.66666667,-91,Tunica,Tunica,North America,US,2 Moderately low,,2 Strongly suffixing,2 Two,2 Sex-based,2 Plural suffix,,9 Exclusively borderline case-marking,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,6 No question particle
tup,,,Tupi,-6,-36,Tupi-Guaraní,Tupian,,BR,,,,,,,,,,,,,,,
tur,tur,nucl1301,Turkish,39,35,Turkic,Altaic,Eurasia,TR,3 Average,1 No tones,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,2 Binary politeness distinction,6 6-7 cases,1 Case suffixes,"5 First/one-th, two-th, three-th",2 Possessive suffixes,1 Inflectional future exists,4 No perfect,1 SOV,2 Final
tus,tus,tusc1257,Tuscarora,36,-77.5,Northern Iroquoian,Iroquoian,North America,US,,,5 Weakly prefixing,,,1 Plural prefix,,,1 Case suffixes,,1 Possessive prefixes,,,7 No dominant order,3 Second position
tut,ttm,nort2941,Tutchone (Northern),63,-137,Athapaskan,Na-Dene,North America,CA,,,,,,,,,,,,,,,
tuv,tyv,tuvi1240,Tuvan,52,95,Turkic,Altaic,Eurasia,RU MN,2 Moderately low,1 No tones,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"4 One-th, two-th, three-th",2 Possessive suffixes,,,1 SOV,2 Final
tuy,tue,tuyu1244,Tuyuca,0.5,-70.08333333,Tucanoan,Tucanoan,South America,CO BR,,,,,,,,,6 Postpositional clitics,,,,,1 SOV,6 No question particle
tvl,tvl,tuva1244,Tuvaluan,-8.5,179.1666667,Oceanic,Austronesian,Papunesia,TV,,,,1 None,1 No gender,7 Plural word,,1 No morphological case-marking,9 No case affixes or adpositional clitics,,,,,5 OVS,6 No question particle
tvo,tat,tata1255,Tatar,56,49.5,Turkic,Altaic,Eurasia,RU,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"4 One-th, two-th, three-th",2 Possessive suffixes,,,1 SOV,
tvt,tvt,tuts1235,Tutsa,27.5,96.5,Northern Naga,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,,2 Final
twa,twa,twan1247,Twana,47.66666667,-122.75,Central Salish,Salishan,North America,US,,,,,,,,,,,,,,,
twe,tac,lowl1265,Tarahumara (Western),27.5,-108,Tarahumaran,Uto-Aztecan,North America,MX,,,2 Strongly suffixing,,,3 Plural stem change,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,
twn,twf,nort1550,Tiwa (Northern),36.5,-105.5,Kiowa-Tanoan,Kiowa-Tanoan,North America,US,3 Average,2 Simple tone system,4 Equal prefixing and suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,7 No dominant order,
tws,tix,sout2961,Tiwa (Southern),35,-106.3333333,Kiowa-Tanoan,Kiowa-Tanoan,North America,US,,,,,,,,,,,,,,,
twx,kmz,khor1269,Turkic (West Xorasan),36.66666667,56,Turkic,Altaic,Eurasia,IR,,,,,,,,,,,,,,,
